teryt_id,name,year,group,base_area,base_perimeter,box_area,box_perimeter,rect_area,rect_perimeter,circ_radius,circ_area,conv_area,conv_perimeter,schwartzberg_radius,schwartzberg_circumference,schwartzberg,polsby_popper,reock,box,rectangle,convex_hull
1814022,Adamówka,2006,artificial_surfaces,1386088.494935,14966.871952,16877022.578189,17672.470517,5570341.873688,14882.867817,3299.851771,34208870.610545,3575548.117059,13594.170371,664.233145,4173.499938,0.278849,0.077757,0.040518,0.082129,0.248834,0.387658
2803043,Lidzbark,2006,artificial_surfaces,4191171.570600,24271.103701,20367803.989203,18096.940000,15900241.637683,16588.361511,2748.869248,23738760.465619,12007789.225355,14168.943562,1155.028721,7257.259487,0.299008,0.089406,0.176554,0.205774,0.263592,0.349038
0417042,Płużnica,2006,artificial_surfaces,663409.477600,4691.433794,1286100.353998,4688.140000,1085528.906661,4455.314117,759.342624,1811446.157506,920436.848249,3905.438849,459.532148,2887.325642,0.615446,0.378774,0.366232,0.515830,0.611139,0.720755
3202033,Drawno,2006,artificial_surfaces,714348.862850,7176.698524,3365258.482798,7422.080000,1431193.417722,5926.222116,1181.954061,4388853.325107,1273415.984900,5445.845091,476.848304,2996.126259,0.417480,0.174289,0.162764,0.212272,0.499128,0.560971
1414032,Leoncin,2006,artificial_surfaces,1915196.005500,18086.199759,8134440.280397,11595.420000,8000691.415174,11600.021488,1857.391464,10838190.080770,5610572.978850,9375.121646,780.785388,4905.819280,0.271247,0.073575,0.176708,0.235443,0.239379,0.341355
1402092,Sońsk,2006,artificial_surfaces,998758.147401,8435.553906,3015120.408900,7037.000000,2755359.416789,6938.741006,1119.235383,3935434.923005,1852397.734450,5501.431549,563.839155,3542.705892,0.419973,0.176377,0.253786,0.331250,0.362478,0.539170
2413072,Świerklaniec,2006,artificial_surfaces,4222260.833582,19871.818530,14948134.072744,15466.116094,11700303.304211,13749.122151,2116.042108,14066902.716035,9266906.567577,11713.587276,1159.304690,7284.126198,0.366556,0.134363,0.300156,0.282461,0.360868,0.455628
2803022,Działdowo,2006,artificial_surfaces,962924.253750,5693.793686,2047954.509799,5849.220000,1863144.921561,5711.249827,932.543015,2732043.561229,1331090.500151,4642.107104,553.631926,3478.571984,0.610941,0.373249,0.352456,0.470188,0.516827,0.723410
0401072,Raciążek,2006,artificial_surfaces,997484.202415,7742.532824,2508844.063499,6520.593427,2395205.432207,6446.380358,1030.931655,3338947.749778,1787152.549399,5141.364406,563.479443,3540.445759,0.457272,0.209098,0.298742,0.397587,0.416450,0.558142
3029033,Wolsztyn,2006,artificial_surfaces,4956532.496497,22277.279330,15269308.091993,15995.640000,12185092.881864,14577.083215,2429.217688,18538847.940603,9739378.799349,12336.920197,1256.070577,7892.124195,0.354268,0.125506,0.267359,0.324608,0.406770,0.508917
